,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R?union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Israel,,,,,,,,,557,,,  12 174,  2 562,,,,,,387,  1 537,,,75,,182,,,,  2 401,,,434,,,,,,  27 304,11,,,,539,,,,468,,,,175,,55,,,426,477,,,  1 709,,,61,520,790,43,,,46,,,,,957,  9 197,,,11,,,  14 900,45,,712,,,,,131,,,,,,66,  1 695,39,,,,,220,,,  3 883,,,  1 657,,,,,,,98,412,,,,,33,41,,,,,,13,,,,,,  1 165,,,,,,,,,99,,,  5 086,,,,,,,,820,,,,  1 114,,,507,614,346,329,45,,,81,,  1 772,  3 649,,,,,,,,,,,,109,,,,,181,34,,,  4 799,,  2 858,54,  62 895,,,,  2 631,  3 834,,,,,,,,,,,  2 729,,,,,  3 752,,  19 608,,  135 963,,,,,468,,,,,,
Italy,,  9 851,  1 332,,430,,,72,  152 338,,,  210 061,  29 738,,158,,,,24,  175 322,,,73,13,  1 427,17,105,624,  44 366,,,  2 379,,,407,15,390,  282 537,83,66,,,  3 780,,642,,  2 808,,,,  2 184,,  3 140,208,23,537,  3 205,,,  6 370,,,  3 795,  3 845,  4 661,282,,,274,,,,,  2 840,  367 593,118,148,,,,  414 476,228,,  6 303,,,361,,368,395,,,  2 541,,191,  4 464,238,,,,,  7 910,,  5 225,,,  2 934,326,,,,,,,265,,,12,  6 690,880,286,  20 657,,,,369,,  1 823,,86,54,146,,  4 936,,  4 424,19,209,,  1 928,,,755,,,  24 402,361,  2 044,190,,,,,  3 971,,,,  1 318,,876,  3 345,  1 731,  9 935,  2 640,192,,,244,,  26 380,  1 896,,,,16,,,,  4 143,,,,  1 923,122,,,,  2 686,  3 665,,,  25 070,,  100 304,  5 001,,,,,  10 242,  264 786,,,530,37,,,,,,  2 209,  2 853,,,,418,,,  151 790,575,  376 130,,  10 051,,,  51 068,,,,,,
Jamaica,,,,,,,488,  3 990,11,,746,  1 287,208,,  7 503,,,994,,126,489,,609,,7,394,,,165,528,,5,,,,,,  140 185,  9 351,,,,23,,,,60,,,,223,,,276,  1 300,17,16,,,174,,129,133,37,,10,,,2,,,,,92,518,,,,,,  2 282,,,12,,115,,,,,,295,,,20,30,20,,,,,120,,,346,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,930,,,20,,,,,158,,,,697,,,,,,26,43,,,,,,,,,141,187,,125,,,,,,,,,,  2 364,,,,,197,,282,,,,,,350,801,,,,,,,,,  1 497,,,,,,,,,  172 829,,  712 830,373,,,,95,,,,,,
Japan,,,,,,,,20,  4 453,,,  53 159,  2 970,,35,,  13 763,,,  4 974,,,674,127,  1 660,29,,,  58 564,,204,142,,,1,125,,  36 185,19,,,,815,  6 826,  14 185,,722,,,,290,,56,,130,93,  1 528,210,,  1 922,,,345,734,  1 286,54,,,51,,,,,  1 622,  21 377,,23,21,,,  33 081,55,,509,,,,  2 100,147,103,,,459,,102,  1 378,99,716,  18 391,,,529,,,  8 285,,,109,,,,,,,12,,,,  1 005,,24,282,,,  16 450,138,,53,,,,9,,  2 988,48,,369,,,,,,103,,,  5 835,,  10 670,40,,,,536,  1 395,,,152,372,258,  1 983,  3 353,  13 749,510,300,83,,  23 912,,,,  1 025,,,,26,,,51,,,,,39,,3,,,135,90,29,,  1 879,,  6 128,822,,,,,  3 266,  7 596,,,  6 550,,,,,110,,,  2 008,,,,210,,,  40 127,,  345 026,,,,,359,  1 843,,,,88,
Jordan,,,  4 063,,,,,,73,,,  6 287,749,,,  14 493,,,30,487,,,,,16,,,,  1 258,,,193,,,,,,  11 042,,,,,84,,,,179,,,,11,,68,,,492,172,,,  1 216,,,,71,  5 846,,,,4,,,,,329,  1 443,,,,,,  12 663,,,813,,,,,,,,,,,30,350,14,,  11 648,,  10 336,111,,,  2 991,,,,,,,  50 399,,,5,482,,,  20 408,,,,,,,,,46,,,,,,55,,,,,,,,,,,,923,,,26,,,,,414,  17 005,,,119,,,39,177,137,28,90,  32 217,,,,58,816,,,,,,,,,,  182 152,,99,,,,,56,63,,,56,,  2 261,269,  55 709,,,,  3 755,687,,,,,,,,,,,918,,,,,  3 714,  167 585,  6 321,,  64 868,,,,,200,,,,,,
Kazakhstan,,,,,,,,,,849,,  1 698,  1 103,  3 621,,,,,  69 957,  2 784,,,,,23,,,,29,,,  1 122,,,,,,  10 422,,,,,7,,,,,,,,5,,67,,,265,  6 307,,,211,,,11,,237,,,,  3 803,,,,,303,  2 583,,,,,  10 763, 1 016 844,,,  26 982,,,,,,,,,,,,520,20,  2 204,,,,259,,  13 632,  3 851,,,21,,,,,  12 940,,  5 919,,,,802,,  4 541,,,,,,,,,,,,,,,,187,,,,,,,,,228,,,,,,,,896,,,,,,,,,  4 604,845,,,  2 065,  5 183,,35, 2 560 269,,,,,,,,,,,,97,,,,,242,81,,,,,  1 797,,,,,,  1 892,  2 402,,868,,,,,,,,,  5 015,  18 152,,,,  222 245,,  5 432,,  25 304,,,  13 194,,,,,,,,
Kenya,,,,,,,,,2,,,  17 850,982,,21,,,,,824,,,,,14,,,715,54,,,17,,  1 032,,,,  27 929,33,,,,20,,,,,76,,,8,,,,,93,88,,,  1 603,,,,,154,,,351,2,,15,,,  1 556,  1 748,,,,,,  15 034,15,,454,,,,,,,,,,,,107,110,  2 380,,,,482,,,  3 641,,,,,,,,,,2,,,,335,,,,,,,,,38,,,,,,87,,,,,,,,,  1 017,,,  2 971,,  1 714,,,,,,  1 950,,,,,,,,53,61,98,,,,,,,451,  2 581,,,,,,,,,,,,411,,,,25,26,,,  17 686,  9 558,  1 555,,,  2 575,,,  3 616,  3 412,,,,,,,,,,,173,,,,  43 512,,,  151 073,  27 247,  105 467,,,,,,,,,,785,
Kiribati,,,,,,,,,,,,654,,,,,,,,,,,,,,,,,102,,,4,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,775,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,865,,,,  1 533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,182,,,,,,,,,,,,,
Kuwait,,,  2 150,,,,,,,,,  6 108,253,,,  5 409,,,,18,,,,,5,,,,24,,,100,,,,,,  14 651,,,,,8,,,,26,,,,,,,,,259,101,,,  1 410,,,,,  3 334,,,,6,,,,,152,734,,,,,,,,,140,,,,,,,,,,,,219,3,  6 080,,,400,201,,,543,,,794,,,,,,,2,197,,,  10 800,,,,,,,,,67,,,31,,,,,,,,,,,,,,,  1 143,,,,,,,,396,664,,,,,,,171,192,,,  6 494,,,,,85,,,,,,,,,,,,67,,,,,72,,,,91,,483,  1 699,  17 111,,,,  2 117,470,,,,,,,,,,,286,,,,,,  62 546,  14 054,,  25 434,,,,,71,,,,,,
Kyrgyzstan,,,,,,,,,,,,443,648,  2 556,,,,,  5 234,  1 547,,,,,5,,,,,,,107,,,,,,  1 905,,,,,5,,,,,,,,,,,,,27,785,,,49,,,,,70,,,,551,,,,,57,721,,,,,  1 720,  83 673,,,548,,,,,,,,,,,,143,1,,,,,32,,  2 519,  1 326,,,,  6 734,,,,,,827,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,190,,,,,,,,,124,,,,  2 747,,,,  591 349,,,,,,,,,,,,,,,,,24,,,,22,,333,,,,,,961,500,,  11 667,,,,,,,,,  1 969,,,,,  26 729,,  1 132,,  5 517,,,  4 894,,,,,,,,
Lao People's Democratic Republic,,,,,,,,,283,,,  12 111,124,,,,  88 155,,,105,,,,,0,,,,6,,,1,,,,260,,  15 786,,,,,2,,,,,,,,4,,,,,5,25,,,63,,,,,,,,,,,,,,47,  42 623,801,,,,,  3 595,,,41,,,,,,,,,,,,40,,,,,,34,,,260,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,1,,,,,,,,,210,807,,,,,,,100,,,,,,,,287,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,32,,188,,,,,,511,  1 043,,,  969 267,,,,,,,,,,,,,,,716,,  200 429,,,,,,  6 956,,,,,
Latvia,,,,,,,,,124,,,  5 581,806,,,,,,  10 486,  1 848,,,,,0,,,,169,,,159,,,,,,  7 138,,,,,36,,,,19,,,,1,,27,,,183,414,,,  4 442,,,,,,,,,  3 955,,,,,  1 939,  2 791,,,,,752,  30 712,,,352,,,,,,,,,,,,172,720,,,,,  22 126,,  3 931,  3 200,,,,  1 113,,,,902,,,,,,,,  5 644,490,,,,,,90,,,,,,44,,,,,,,,,,,,  3 202,,,,,,,,  9 647,,,,,,,,,  1 551,200,,,,,,,  89 389,,,,,,,,,,,,,,,,,135,35,,,427,,  3 987,,,,,,  6 674,  1 676,,,,,,,,,,,63,,,,,  19 497,,  66 046,,  24 643,,,,,140,,,,,,
Lebanon,,,  2 203,,,,,55,791,915,,  96 306,  1 841,,,  4 508,,,65,  2 609,53,,,,37,64,,,  14 726,23,,670,,,,,,  90 517,,,,,204,,,,  1 173,,  1 167,,90,,65,52,252,  3 067,350,,,  13 061,,34,150,443,  3 542,,,,9,,,,,673,  47 162,,,  1 619,,,  79 534,970,,  2 052,,,254,,25,  3 347,,,,,,369,30,,,,  1 522,133,,  6 232,  7 086,,,  1 940,,,,  11 532,,,40,,,920,  11 067,,44,36,,,,14,,75,,,118,,,966,,,,,,  1 373,,,42,,,  3 475,,,,,,,,  1 862,,,,526,,,70,134,383,71,18,  8 274,,,,176,968,,,,9,,,,,,  116 577,  1 066,45,,  2 015,,321,105,25,,,994,,  3 341,718,  3 311,,,,  26 279,  6 181,,,,,,,,,,,  1 135,,,,,  1 764,  52 129,  17 128,,  123 337,,,,,  7 486,,,,,,
Lesotho,,,,,,,,,,,,127,4,,,,,,,12,,,,,0,,,  3 258,,,,,,,,,,114,,,,,12,,,,,,,,,,,,,,2,,,49,,,,,,,,,,,,,,0,49,,,,,,,,,0,,,,,,,,,,,,4,,,,,,39,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  7 840,,115,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  350 611,,,,,,,221,56,85,,,,,,,,,,,,,,,,,,851,149,,,,,,,,,,,,
Liberia,,,,,,,,,,,,  3 376,274,,,,,,,605,,,,,2,,,,41,,,5,,,,,  3 270,  2 399,,,,,5,,,,,,,,,  82 428,,,,,10,,,174,,,,,53,,,,,,,,,136,785,,,,968,,  1 970,  27 689,,31,,,,,,  32 706,898,,,,,49,3,,,,,107,,,  2 006,,,,,,,,,,,,,,,,,,,,,,  4 366,,,,,,,,,,,,,,,,,,,  1 937,,,,,  20 541,,,935,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,  6 536,,,,,,,606,,819,,,,,46,963,441,,,2,,,168,,,,,,,,,,,,  3 844,,  75 408,,,,,,,,,,,
Libya,,,  4 182,,,,,,51,,,  3 091,459,,,,,,,236,,,,,3,,,,114,,,206,,,,,,  6 346,,,  1 307,,23,,,,,,,,11,  3 665,150,,,254,190,,,246,,,,,  5 591,,,,4,,,,,232,  2 351,,,,,,  4 471,,,641,,,,,,,,,,,,423,4,,  2 201,,,439,,  17 273,  36 222,,,  1 028,,,,,,,5,255,,,,,,,,,,,,935,,,138,,,,,,,,,  1 196,,,32,,,908,,,,157,,,,531,,,,38,,,,48,240,28,,,,,,,270,,,,,,,,,,,,374,,,,,55,38,,,164,153,966,39,,  1 557,,,  2 211,  1 099,,,,,,,,,,  9 147,  3 082,,,,,,,  17 684,,  8 724,,,,,135,,,,,,
Liechtenstein,,,,,,,,,78,,,11,378,,,,,,,11,,,,,0,,,,19,,,2,,,,,,0,,,,,5,,,,,,,,4,,,,,,1,,,21,,,,,,,,,1,,,,,0,28,,,,,,307,,,10,,,,,,,,,,,,4,,,,,,2,,,132,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,  2 491,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,
Lithuania,,,,,,,,,392,,,  3 418,909,,,,,,  17 385,  2 432,,,,,9,,,,754,,,138,,,,,,  6 009,,,,,18,,,,45,,,,9,,26,,,103,611,,,  8 911,,,,,,,,,  1 861,,13,,,  1 210,  2 617,,,,,  2 202,  49 836,,,545,,,,,,,,,,,,172,  1 489,,,,,  38 572,,  3 869,  5 646,,,,  4 386,,,,  2 649,,  16 964,,,,,,,600,,,,,,52,,,,,,80,,,,,,,,,,,,  4 433,,,,,,,,  35 941,,,,46,,,,,  50 444,353,,,,,,33,  71 078,,,,,,,,,,,,28,,,,,134,34,,,431,,  16 837,,,,,,  10 726,  1 262,,,,,,,,,,,260,,,,,  24 418,,  116 861,,  36 722,,,,,147,,,,,,
Luxembourg,,,,,,,,,96,,,274,763,,,,,,,  4 858,,,,,6,,,,64,,,49,,,4,,,538,,,,,15,,,,22,,,,16,,31,,,13,21,,,503,,,,,,,,,13,,,,,118,  12 888,,,,,,  20 941,,,139,,,,,,,,,,,,171,144,,,,,156,,,  4 799,,,,,,,,,,10,,,,,4,,,,,,,,,,,,,,,,,,100,,,,,39,,,  1 139,,,,,,,,135,,,,,,,15,,231,  3 801,,,,,,,36,,,,,,,,,,,,90,,,,,50,42,,,28,,  1 425,,,,,,314,  2 414,,,,,,,,,,,44,,,,,,,  2 092,,  2 407,,,,,,,,,,,
Madagascar,,,,,,,,,7,,,316,75,,,,,,,552,,,,,5,,,640,42,,,2,,,,,,  3 908,,,,,8,,,,,  9 651,,,3,,,,,10,27,,,60,,,,,46,,,,1,,,,,17,  120 400,,,,,,  1 593,,,130,,,,,,,,,,,,31,1,,,,,12,,,  2 382,,,,,,,,,,0,,,,,,,,,,,,,,,,,  2 277,  5 535,,,,,,,,,,,,,174,,,,,,,,474,,,,,,,,,,26,,,,,  16 763,,84,,,,,,,,,,,,,804,,,,,,,,461,,462,,,,,,114,  1 770,,,,,,,,,,,,,,,,,,  1 121,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,  1 266,38,,,,,,,38,,,,,7,,,  4 596,11,,,,,,,,,781,,,,,2,,,,,,,,,,,,,10,2,,,89,,,,,32,,,772,,,,,,32,107,,,,,,,,,,,,,,,,,,,,,,3,,,,,76,,,171,,,,,,,,,,0,,36,,,,,,,,,,,,,,,,,,,,,,,,  77 488,,338,,,293,,,,,,,,117,,,,,,,,,,443,,,,,,,29,,,,,,,,,,,,,,,,,,,,,  76 605,,65,,,,,,74,109,,,,,,,,,,,,,,,,,,  17 871,  6 907,,,,,,,,,,,  11 258,  102 849
Malaysia,,,  1 577,,,,,,2,,,  156 934,483,,,,  233 561,,,470,,,37,,8,,,,145,,  48 285,3,,,,172,,  25 746,17,,,,25,  6 130,  15 273,,,,,,4,,,,,50,412,196,,857,,,18,34,  3 144,,,,2,,,,,522,  2 538,,,,,,  6 140,,,63,,,,,,,,,,,,100,35,  12 442,  2 201,,,  4 186,,,613,,  8 012,299,,,,,,,3,,,,  7 921,,,25,,,,96,,46,,,,61,,73,,,,,,,,,,,,  3 630,,  16 991,,,,,,819,,,,28,79,,44,793,40,48,,,  1 600,,,,  1 556,,,,,,,,,,,,,,, 1 123 654,,,,108,,927,,602,895,,,,,  1 561,  2 385,,,  1 195,,162,,,,,,264,,,,,,,  75 182,,  63 566,,,,,34,128,,,,,
Maldives,,,,,,,,,,,,538,9,,,,,,,0,,,,,,,,,11,,,2,,,,,,0,,,,,2,,,,,,,,1,,,,,,2,,,9,,,,,32,,,,,,,,,3,6,,,,,,,,,3,,,,,,,,,,,,,,199,,,,2,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,38,,,,,,,,56,,,  1 364,,,,,21,65,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,
Mali,,,,,,,,,,,,53,99,,,,,,,598,,  1 290,,,1,,,,7,,,1,  43 815,,7,,  6 303,  1 807,,301,,,90,,,,,,  33 918,,,  356 019,,,,,27,,,52,,,,,241,,,,,,,,,10,  75 555,,,  35 709,  9 251,,  1 450,  4 949,,29,,,,,,  61 197,,,,,,23,1,,,,,29,,,  4 177,,,,,,,,,,0,,,  1 338,338,,,,,,,,,,,,  56 557,,,,,,,,,,,,,,,179,,,,  84 640,  160 967,,,50,,,,,,,,,30,110,,,,,,110,73,,,,,,,,,,,  32 930,,,  1 797,,,,,,,108,203,  17 771,,,678,,,137,448,,,,,,  8 122,,,,999,,,,,,,,411,,,,,,,,,,373,,229,
Malta,,,,,,,,,2,,,  49 224,108,,,,,,,480,,,,,5,,,,33,,,55,,,,,,  8 164,,,,,15,,,,,,,,,,,,,37,21,,,101,,,25,,,,,,,,,,,45,490,,,,,,752,,,90,,,,,,,,,,,,60,3,,,,,372,,,  1 928,,,,,,,,,,8,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,95,,,,,,,21,,,42,,,,,,,54,,,,,,,,,,,,53,,,,,22,,,,348,,312,,,,,,168,297,,,,,,,,,,,42,,,,,,,  31 758,,  7 542,,,,,,,,,,,
Marshall Islands,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,234,,,,,,,,,,,,,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 481,,,,,,,,,,,
Martinique,,,,,,,,5,,,,42,,,,,,,,,,,,,,27,,,,,,,,,,,,635,,,,,5,,,,,,,,4,,,,31,0,,,,0,,143,33,,,,,,,,,,,,,  2 654,,,,,,,,,,,  9 446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
Mauritania,,,,,,,,,,,,42,33,,,,,,,  1 649,,,,,1,,,,,,,3,,,,,,597,,,,,2,,,,,,  3 149,,,  7 997,,,,,6,,,27,,,,,174,,,,2,,,,,21,  17 768,,,,  3 257,,,13,,118,,,,,,  1 504,559,,,,,3,,,,,200,8,,,677,,,73,,,,,,,,,,,357,,,,,,,,  17 189,,,,,,,,,,,,,  1 619,,,,,,320,,,,,,,,58,,,,,,,,,,39,,,,,,,,,,,,,,,,,,  51 490,,,129,,,,,,,,,  8 606,,,,,,64,130,,,,,,145,,,,530,,,,,,,,233,,,,,,,,,,542,,,
Mauritius,,,,,,,,,,,,  28 779,114,,,,,,,817,,,,,,,,  1 881,,,,1,,,,,,  14 775,,,,,5,,,,,,,,,,,,,13,28,,,146,,,,,,,,,2,,,,,55,  44 337,,,,,,,,,38,,,,,,,,,,,,65,5,296,,,,  3 231,,,  9 499,,,,,,,,,,0,,,,,,,53,,,,,,,,,,,,,,,,,,,,,97,,,361,,,,,,,,187,,,,,,,,,,,,,,,  5 059,,64,,,,,,,,,,,,,554,,,,,,,,  9 132,,241,,,,,,189,  2 916,,,,,,,,,,,,,,,,,,  45 123,192,,,,,,,,,,,,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,
Mexico,,,,,,,,5,  1 450,,,  4 937,  1 512,,134,,,,,  1 242,  3 472,,,,  9 522,0,,,  3 198,,,44,,,3,,,  93 557,37,,,,  1 739,,,,  2 854,,,,  3 176,,39,375,13,71,394,,,  1 157,,,  1 498,  2 258,74,  1 714,,,26,,,,,908,  12 580,,,,,,  18 268,,,396,,,,,  17 540,,,,634,,  1 148,432,87,,,,,305,,  2 601,  8 827,,  1 937,,,,,,,,37,,,,,25,,27,,,,,,,,,,,,,,,,,,,,,,,,  3 801,,,846,,,,,  1 226,,,,  4 832,,  1 605,  1 491,145,211,256,  2 647,,,,,127,204,,,,9,,,,,,,,26,,,,,82,68,,,292,,  46 867,,,,,,  2 486,  6 605,,,,,,,,,,,153,,,,,,,  10 502,, 12 050 031,,466,,,  3 831,,,,,,
Micronesia (Federated States of),,,,,,,,,4,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,  10 639,,,,,,,,,,,,,,0,,,13,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,  1 115,,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,  7 271,,,,,,,,,,,
Monaco,,,,,,,,,10,,,53,24,,,,,,,6,,,,,0,,,,151,,,9,,,,,,196,,,,,8,,,,,,,,1,,,,,,6,,,17,,,,,91,,,,1,,,,,10,  24 947,,,,,,,,,45,,,,,,,,,,,,5,1,,,,,7,,,  1 617,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,23,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,26,,235,,,,,,42,266,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,886,  1 804,,,,,,168,984,,,,,1,,,,,,,70,,,,,,  1 254,,,,,2,,,,,,,,16,,,,,,  4 500,,,61,,,,,17,,,,49,,,,,62,  1 427,,,,,,,,,8,,,,,,,,,,,,987,22,,,,,318,,,275,,,,,,,,,,107,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,482,,,,,,,,141,,,,,,,,,322,,,,  18 407,92,,,  21 144,,,,,,,,,,,,,,,,,64,,,,,,419,,,,,,  2 409,693,,,,,,,,,,,190,,,,,,,  1 821,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,  2 025,  21 842,,,,,,,512,,,,,2,,  3 968,,26,,,28,,,,,,  1 727,,,,,,,,,,,,,,,  6 181,,,,81,,,158,,,,,,,,,,,,,,5,  1 403,,,,,,25,,,,,,,,,,,,,,,45,,,,,,0,,,  2 285,,,,,,,,,,,,,,,3,,  8 559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,,,,,,60,75,,,,,,,263,,,,,,,,,,,,  71 224,,,,,39,  2 974,,,,,167,,,,,,853,  2 796,,,,  9 229,,,,,,,,,,,,,,  1 124,,,,,,,272,,,,,,
Montserrat,,,,,,,302,  1 138,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,678,,,,,2,,,,,,,,4,,,,,,,,,,,162,,,,,,,,,,,,,6,,,,,,,,,78,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  7 828,,  6 085,780,,,,,,,,,,
Morocco,,,,,441,,,,212,,,  2 173,  1 926,,,648,,,,  93 012,,,,,24,,,,606,,,85,,,,,,  63 869,,,,,87,,,,71,,,,4,,29,,,71,300,,,  5 632,,,34,48,  1 183,,,,14,,,,,  2 480,  926 466,,,463,,,  114 552,,996,  2 076,,,,,,,,,,,,200,166,,,,586,274,,  163 113,  425 238,,,631,,,,  2 795,,,9,157,,,  4 899,,,246,,,,,,260,,,342,,,320,,,,,,,,,,,,  172 291,750,,,,,,,  5 544,,,,79,,,38,,318,  1 906,,  1 437,,,,107,  1 101,,,,,,,,,,,  3 981,33,,,,,52,23,,,  1 166,,  699 800,,,,,,  9 233,  17 494,,,,,,,,,,  5 803,481,,,,,  1 737,  7 492,  23 519,,  62 510,,,,,  1 008,,,,,,
